ID,t,logFC,P.Value
HGNC:13079,-1.296498884,-0.056938628,0.225881535
HGNC:22980,-1.19439447,-0.056939848,0.261737931
HGNC:1759,-1.320542235,-0.056945689,0.218057662
HGNC:6423,-1.2219189,-0.056947551,0.251644081
HGNC:18983,-0.897555484,-0.056952754,0.391944139
HGNC:6110,-1.241296703,-0.056962033,0.244729364
HGNC:20105,-0.530540828,-0.05697844,0.60810371
HGNC:15230,-0.659174305,-0.056979088,0.525681442
HGNC:10570,-1.124694096,-0.057016405,0.288757045
HGNC:15984,-1.341676395,-0.05702019,0.211369165
HGNC:11456,-1.215401794,-0.0570285,0.254005056
HGNC:7422,-1.230193751,-0.057052906,0.248672074
HGNC:29385,-1.329355453,-0.057054341,0.215247179
HGNC:25786,-1.288389891,-0.057057901,0.228572432
HGNC:21868,-1.129734975,-0.057086058,0.28673176
HGNC:12423,-1.089456685,-0.057101161,0.303229269
HGNC:21064,-0.752047373,-0.057127676,0.470526912
HGNC:18105,-1.100436052,-0.057155229,0.298660669
HGNC:10479,-1.198726069,-0.057180134,0.260128088
HGNC:30075,-1.128428563,-0.057202878,0.287255563
HGNC:30256,-1.131119863,-0.057205336,0.286177313
HGNC:12118,-1.209872581,-0.057237817,0.256022212
HGNC:2017,-1.220216381,-0.057241375,0.252259131
HGNC:26853,-1.366182129,-0.057259065,0.203830987
HGNC:20714,-1.272892335,-0.057278218,0.23378916
HGNC:6664,-1.357664341,-0.057284605,0.206424913
HGNC:31676,-0.843084963,-0.057314032,0.420221517
HGNC:17361,-1.136992624,-0.057345758,0.283835508
HGNC:19338,-1.121386064,-0.057377148,0.290092219
HGNC:4600,-1.008210126,-0.05743805,0.338727462
HGNC:37269,-0.936125086,-0.057440797,0.372752305
HGNC:18226,-0.741597727,-0.057443378,0.476541902
HGNC:27984,-1.195456272,-0.057449036,0.26134257
HGNC:28578,-1.158482362,-0.057452495,0.275395234
HGNC:40699,-0.922442146,-0.057494289,0.379481913
HGNC:11868,-1.197504926,-0.057494686,0.260581116
HGNC:28862,-0.961792404,-0.0575093,0.360362211
HGNC:28272,-1.350833357,-0.05751657,0.208525296
HGNC:29321,-1.171379733,-0.057521383,0.270426314
HGNC:25655,-1.240777499,-0.057543227,0.24491259
HGNC:23035,-1.318608329,-0.057544902,0.218678472
HGNC:3004,-1.168040209,-0.057555,0.271705999
HGNC:1271,-0.947182398,-0.057574982,0.367377373
HGNC:15222,-1.013284023,-0.057622288,0.336422618
HGNC:24582,-0.993190243,-0.057645418,0.345619547
HGNC:13596,-1.173447166,-0.057645777,0.269636504
HGNC:10734,-1.071578802,-0.057655731,0.310784027
HGNC:11762,-1.148070577,-0.057656866,0.279459328
HGNC:26199,-1.175289784,-0.057683811,0.268934136
HGNC:4096,-0.41905951,-0.057684068,0.684634639
HGNC:19399,-1.052104167,-0.057687695,0.319177472
HGNC:16468,-1.242292399,-0.057691377,0.244378299
HGNC:16147,-1.278002543,-0.057712989,0.2320582
HGNC:30800,-0.793726282,-0.057715394,0.447026545
HGNC:7547,-1.018184732,-0.057725225,0.334207637
HGNC:23355,-1.109806509,-0.057737044,0.294804091
HGNC:9859,-1.285355264,-0.057761743,0.229586267
HGNC:19716,-1.009653596,-0.057780064,0.338070558
HGNC:197,-1.241270489,-0.057781433,0.244738612
HGNC:18932,-0.868689335,-0.057782885,0.406758533
HGNC:7662,-1.135103902,-0.057785595,0.284586994
HGNC:1471,-1.089072253,-0.0577863,0.303390211
HGNC:8318,-1.081695767,-0.057792678,0.306491206
HGNC:1653,-1.19324172,-0.057799914,0.262167702
HGNC:13534,-1.017292761,-0.057804091,0.334609965
HGNC:55125,-1.115743169,-0.057811678,0.292380959
HGNC:14478,-1.237682242,-0.057862346,0.246007227
HGNC:2690,-0.973674747,-0.057943342,0.354729476
HGNC:169,-0.983380703,-0.057957487,0.350176764
HGNC:7515,-0.627491317,-0.058027948,0.545352361
HGNC:29037,-1.253440226,-0.058029684,0.240475871
HGNC:31721,-0.817079226,-0.058036625,0.434204975
HGNC:27094,-0.982502322,-0.058042339,0.350586995
HGNC:17342,-1.121634241,-0.058052542,0.289991883
HGNC:21517,-0.998810356,-0.058070507,0.34302855
HGNC:3416,-1.288512594,-0.058090111,0.228531517
HGNC:1316,-1.177627681,-0.058128909,0.268045086
HGNC:32555,-1.163800676,-0.058134298,0.273337523
HGNC:53308,-1.294202579,-0.058149631,0.226640856
HGNC:1697,-1.268542726,-0.058210246,0.235270879
HGNC:6782,-1.241144324,-0.058210444,0.244783126
HGNC:26407,-1.247578089,-0.058225785,0.242521559
HGNC:28392,-1.109969037,-0.058228167,0.294737545
HGNC:16162,-1.202478949,-0.058242917,0.258739795
HGNC:794,-1.15009774,-0.058260072,0.278664344
HGNC:20932,-1.292842673,-0.05827729,0.227091538
HGNC:28915,-1.315436436,-0.058293851,0.219699896
HGNC:20708,-1.348414477,-0.05830084,0.209273368
HGNC:13815,-1.195062925,-0.058305148,0.261488976
HGNC:11474,-1.366859083,-0.058305185,0.203626025
HGNC:30424,-1.318612165,-0.058306924,0.218677239
HGNC:29288,-1.323685841,-0.058329321,0.217051675
HGNC:14026,-1.069095837,-0.058342791,0.31184464
HGNC:29242,-1.140080232,-0.05834594,0.282610385
HGNC:1625,-1.300875344,-0.058353417,0.22444023
HGNC:3951,-1.095743434,-0.058358222,0.30060671
HGNC:27056,-0.87711385,-0.058359544,0.402395121
HGNC:9565,-1.386801918,-0.058364461,0.197665987
HGNC:22448,-1.169171842,-0.058385111,0.271271824
HGNC:7508,-1.073779177,-0.058388751,0.309846447
HGNC:817,-1.367239907,-0.058395082,0.203510799
HGNC:24290,-0.791344329,-0.058424751,0.448348332
HGNC:26353,-1.396109175,-0.058429903,0.194935743
HGNC:34414,-0.838594497,-0.058432775,0.422613831
HGNC:26724,-1.20442708,-0.058466594,0.258021492
HGNC:24552,-1.22124522,-0.058482845,0.251887308
HGNC:4776,-1.068833035,-0.058493975,0.311957061
HGNC:5995,-1.425449974,-0.058505148,0.186539036
HGNC:33710,-1.257348668,-0.058512938,0.239119847
HGNC:7527,-1.126532734,-0.058517993,0.288017032
HGNC:28496,-1.394315184,-0.058536718,0.195459482
HGNC:25657,-1.164123142,-0.058561738,0.273213152
HGNC:8942,-1.113399389,-0.058586039,0.293335737
HGNC:7668,-1.206502634,-0.058588849,0.257257981
HGNC:25824,-0.528686468,-0.058591751,0.609339988
HGNC:28393,-1.3906469,-0.058606761,0.196534146
HGNC:8568,-1.343589334,-0.058622166,0.210772377
HGNC:25964,-0.953731461,-0.05862348,0.364220563
HGNC:2320,-0.943665038,-0.058634698,0.369081017
HGNC:54261,-1.345165554,-0.058642929,0.210281706
HGNC:18743,-1.235567139,-0.058651631,0.246757531
HGNC:18893,-1.38726013,-0.058659215,0.197530813
HGNC:26066,-1.310111971,-0.058681976,0.22142347
HGNC:18308,-1.211576662,-0.058683948,0.255399153
HGNC:3378,-1.275563377,-0.058687908,0.232883082
HGNC:19154,-1.271216726,-0.058701687,0.23435905
HGNC:26483,-1.131083867,-0.058701979,0.286191714
HGNC:15831,-1.084687035,-0.058717149,0.305230767
HGNC:2553,-0.913570509,-0.058742928,0.38389155
HGNC:2045,-1.353034783,-0.058769971,0.20784644
HGNC:18525,-0.827970935,-0.058790261,0.428310561
HGNC:29574,-1.393152975,-0.058791855,0.195799419
HGNC:29931,-1.19553005,-0.058835684,0.261315117
HGNC:19884,-1.288216679,-0.058839498,0.2286302
HGNC:3481,-1.29077012,-0.058842752,0.227779827
HGNC:2187,-0.998426593,-0.058869303,0.343205011
HGNC:22432,-1.351356568,-0.058876525,0.208363783
HGNC:1606,-1.303173752,-0.05888306,0.223686366
HGNC:16893,-1.3459545,-0.058911952,0.210036472
HGNC:18486,-1.160679352,-0.058923092,0.274543705
HGNC:17918,-1.10827723,-0.058949891,0.295430824
HGNC:20340,-0.79466168,-0.058950205,0.446508185
HGNC:40021,-1.261059904,-0.058984845,0.23783807
HGNC:2772,-1.414655162,-0.05899414,0.189591435
HGNC:9063,-1.289448131,-0.059004808,0.228219761
HGNC:371,-1.137492958,-0.059010937,0.283636698
HGNC:6164,-1.428187631,-0.059053462,0.185771678
HGNC:2891,-1.005445565,-0.059066924,0.339988244
HGNC:8114,-1.234531665,-0.059072356,0.247125532
HGNC:15714,-1.395249219,-0.059084328,0.195186649
HGNC:9090,-1.090059184,-0.059094166,0.302977166
HGNC:25668,-1.172092986,-0.059109837,0.270153626
HGNC:28899,-1.22642525,-0.059117035,0.250022009
HGNC:12563,-1.180129947,-0.059120492,0.267096141
HGNC:2255,-1.232294407,-0.059126129,0.247922171
HGNC:17169,-1.280382792,-0.059181304,0.231255576
HGNC:1537,-1.218621911,-0.059207037,0.252836254
HGNC:18801,-1.255816412,-0.059212981,0.239650708
HGNC:2857,-1.269938775,-0.059221414,0.234794464
HGNC:50773,-1.126108733,-0.059268508,0.288187551
HGNC:19334,-1.222698586,-0.059277586,0.25136282
HGNC:39561,-1.243077559,-0.059278578,0.244101757
HGNC:27249,-1.290994722,-0.059294552,0.227705154
HGNC:2851,-1.161731984,-0.059306548,0.274136461
HGNC:23460,-0.840072613,-0.059308232,0.421825332
HGNC:7821,-0.783431771,-0.059325449,0.452757709
HGNC:10327,-1.288052,-0.059328775,0.228685134
HGNC:17123,-1.091916606,-0.05932935,0.302200991
HGNC:2445,-1.458517225,-0.059339982,0.177451051
HGNC:26876,-0.863412785,-0.059340087,0.409508203
HGNC:6237,-1.315531109,-0.059347818,0.219669351
HGNC:3776,-0.808422015,-0.059350076,0.438928959
HGNC:26771,-1.145009744,-0.05936165,0.280663087
HGNC:20452,-1.163680952,-0.059371274,0.27338371
HGNC:29186,-1.342157379,-0.059378411,0.211218977
HGNC:11547,-0.693111294,-0.059392213,0.505088011
HGNC:33116,-1.102829031,-0.05939787,0.297672077
HGNC:17009,-1.225945945,-0.059407496,0.25019413
HGNC:221,-1.267266154,-0.059423934,0.235707218
HGNC:24961,-1.230107096,-0.059427571,0.248703049
HGNC:21063,-1.350544428,-0.059428736,0.208614532
HGNC:54124,-1.059842976,-0.059439477,0.315821561
HGNC:19028,-1.111053415,-0.05945982,0.29429385
HGNC:21699,-0.940732528,-0.059473987,0.370505762
HGNC:11768,-1.454044031,-0.059532766,0.178657563
HGNC:28511,-0.995355182,-0.059554749,0.344619743
HGNC:17129,-1.384098417,-0.05955753,0.198465137
HGNC:11517,-1.294335908,-0.05957089,0.22659671
HGNC:453,-1.062883002,-0.059577881,0.314510678
HGNC:32940,-0.833131089,-0.059586392,0.425537013
HGNC:51196,-1.196975736,-0.059607522,0.260777636
HGNC:29099,-1.056652873,-0.059631915,0.317201654
HGNC:7373,-1.249463359,-0.05963852,0.241862111
HGNC:28045,-1.094477656,-0.059639025,0.301133317
HGNC:20411,-0.793268611,-0.059667347,0.447280314
HGNC:4015,-1.075321412,-0.059686134,0.309190599
HGNC:33795,-0.951475246,-0.059687626,0.365305875
HGNC:8242,-0.88261345,-0.059696395,0.399564369
HGNC:2301,-1.194827205,-0.059696947,0.261576744
HGNC:13839,-0.713336964,-0.059699608,0.49305372
HGNC:9919,-1.15194391,-0.05970502,0.277941901
HGNC:20226,-1.03973003,-0.059708001,0.324599925
HGNC:9192,-1.249302724,-0.059708406,0.241918242
HGNC:45241,-0.925347085,-0.059708744,0.378045941
HGNC:6125,-1.245137138,-0.059711641,0.243377567
HGNC:866,-1.091068891,-0.059724728,0.30255504
HGNC:7530,-1.055270109,-0.059727454,0.317801292
HGNC:28336,-1.009254324,-0.059756197,0.338252166
HGNC:31928,-0.978938067,-0.059768315,0.352255255
HGNC:6317,-1.252206436,-0.059773662,0.24090524
HGNC:800,-1.462515571,-0.059788787,0.176378606
HGNC:28468,-1.155048751,-0.0598514,0.276730271
HGNC:1841,-1.20289907,-0.059873382,0.258584754
HGNC:11265,-1.062135919,-0.059929279,0.314832439
HGNC:16369,-1.317698077,-0.059967416,0.218971187
HGNC:25784,-1.121349039,-0.059973214,0.29010719
HGNC:20132,-1.254175113,-0.059979493,0.240220422
HGNC:1963,-1.335583959,-0.05998314,0.213279344
HGNC:9700,-1.075259974,-0.059986212,0.309216706
HGNC:16634,-1.338746684,-0.059988145,0.212285919
HGNC:11785,-1.105938589,-0.059991455,0.296391264
HGNC:3354,-0.768701706,-0.060020901,0.461042046
HGNC:39472,-0.782709338,-0.060023595,0.453161714
HGNC:30316,-1.089178935,-0.06010603,0.303345542
HGNC:4942,-1.236619089,-0.060106909,0.246384133
HGNC:28883,-1.255159281,-0.060134266,0.239878672
HGNC:12235,-1.383134669,-0.060149647,0.198750684
HGNC:1690,-1.332625475,-0.060150984,0.214212153
HGNC:27258,-1.092060283,-0.060179995,0.302141015
HGNC:20341,-1.018650053,-0.060197049,0.333997897
HGNC:38606,-1.261079302,-0.060225529,0.237831386
HGNC:1733,-1.254597066,-0.060230381,0.240073851
HGNC:14135,-0.901131233,-0.060252057,0.390135894
HGNC:31729,-1.434392333,-0.060253521,0.184042583
HGNC:4298,-0.707796973,-0.060284678,0.49633211
HGNC:8711,-0.83838029,-0.060310299,0.422728183
HGNC:7413,-0.911184079,-0.060313194,0.385083946
HGNC:9585,-1.335797937,-0.06038932,0.21321201
HGNC:49257,-0.877042271,-0.060445465,0.402432056
HGNC:23573,-1.203769658,-0.060453374,0.258263712
HGNC:32,-1.027266534,-0.060459044,0.330131957
HGNC:10973,-1.375298097,-0.06047666,0.201085585
HGNC:6217,-0.724653748,-0.060479757,0.48639903
HGNC:28561,-1.216117604,-0.060483258,0.253744861
HGNC:457,-1.223676196,-0.060489466,0.251010522
HGNC:28751,-1.151022131,-0.060501984,0.278302425
HGNC:6703,-1.015707711,-0.060516393,0.335325806
HGNC:41976,-1.233038499,-0.060612687,0.247656984
HGNC:12770,-1.097941845,-0.060631256,0.299693799
HGNC:19167,-1.05183007,-0.060641461,0.319296831
HGNC:12420,-1.066119691,-0.060664249,0.313119583
HGNC:29515,-1.352467926,-0.060666482,0.208021063
HGNC:23729,-1.041258453,-0.06066678,0.323926391
HGNC:4477,-0.712942781,-0.060669216,0.493286536
HGNC:9701,-1.438588807,-0.060675271,0.182881018
HGNC:18869,-1.146527122,-0.060681539,0.280065823
HGNC:1960,-1.330692463,-0.060682759,0.214823483
HGNC:49566,-0.998512672,-0.060689321,0.343165425
HGNC:28697,-1.152366096,-0.06072536,0.277776901
HGNC:14615,-0.885128714,-0.060755347,0.39827438
HGNC:10588,-1.198668474,-0.060763748,0.26014944
HGNC:18537,-1.484500219,-0.060771784,0.17058197
HGNC:1047,-1.248262922,-0.060781575,0.242281841
HGNC:21353,-1.076816653,-0.060802525,0.308555759
HGNC:7059,-1.138872117,-0.060820232,0.283089251
HGNC:14108,-1.171020872,-0.060838373,0.270563596
HGNC:12143,-1.304984093,-0.060841798,0.223094072
HGNC:6358,-1.097906675,-0.06087839,0.299708387
HGNC:10555,-1.339089337,-0.060880146,0.212178525
HGNC:19953,-1.315233481,-0.060882791,0.219765388
HGNC:15672,-1.489981493,-0.06089677,0.169162878
HGNC:9826,-1.063830381,-0.060899101,0.314103015
HGNC:8896,-1.413268628,-0.060902104,0.189986593
HGNC:44498,-1.249386564,-0.060918413,0.241888945
HGNC:23914,-1.392730142,-0.060919155,0.19592322
HGNC:27033,-1.356967988,-0.060923194,0.206638204
HGNC:24880,-1.267594921,-0.060967198,0.23559478
HGNC:6236,-1.27626901,-0.06096753,0.232644201
HGNC:9755,-1.393483783,-0.060980486,0.195702609
HGNC:15452,-1.371805651,-0.060995205,0.202133649
HGNC:28588,-1.36675183,-0.060996279,0.203658487
HGNC:16873,-1.192877349,-0.061005567,0.262303666
HGNC:18292,-1.369638279,-0.061012524,0.202786396
HGNC:15510,-1.163338074,-0.06102601,0.27351602
HGNC:25486,-1.068629802,-0.061030531,0.31204402
HGNC:26572,-1.138321714,-0.061066954,0.283307629
HGNC:12180,-1.022524573,-0.061070082,0.332255326
HGNC:3060,-1.150827364,-0.061081627,0.27837865
HGNC:34232,-0.859924553,-0.061088898,0.411333029
HGNC:17512,-1.049600583,-0.061094,0.320268954
HGNC:1474,-0.990779989,-0.061095438,0.346735175
HGNC:12780,-1.065099878,-0.061101866,0.313557378
HGNC:8619,-1.347303609,-0.06112202,0.209617677
HGNC:20525,-1.17999595,-0.061127935,0.267146889
HGNC:10803,-1.120114897,-0.061137427,0.29060657
HGNC:10331,-1.236923698,-0.061138577,0.246276095
HGNC:757,-1.130808479,-0.061155764,0.286301904
HGNC:11401,-1.030777254,-0.061156223,0.328566529
HGNC:34053,-1.142193649,-0.061157946,0.28177422
HGNC:25116,-1.463768138,-0.06118688,0.1760438
HGNC:33543,-1.132827618,-0.061188873,0.285494769
HGNC:1408,-1.351030827,-0.061194632,0.208464325
HGNC:30547,-1.351210381,-0.061194918,0.2084089
HGNC:26973,-1.037091722,-0.061201202,0.325765056
HGNC:2983,-1.436409781,-0.061208566,0.18348337
HGNC:22207,-1.144254308,-0.061215681,0.280960815
HGNC:13301,-1.148134496,-0.061245752,0.279434233
HGNC:9676,-1.270123035,-0.061275181,0.234731643
HGNC:13057,-1.287918103,-0.061278639,0.228729807
HGNC:17966,-1.312565061,-0.061315717,0.220627985
HGNC:24482,-1.21952742,-0.061318807,0.252508371
HGNC:9652,-1.202953448,-0.061324646,0.258564692
HGNC:15587,-1.028398995,-0.061328234,0.329626379
HGNC:29625,-0.977271102,-0.061335289,0.353037493
HGNC:29256,-1.403862675,-0.061342526,0.192685962
HGNC:30801,-1.113033717,-0.061344502,0.293484919
HGNC:14725,-1.034429124,-0.061351196,0.326944128
HGNC:25402,-0.982622113,-0.061351624,0.350531028
HGNC:5037,-1.356965816,-0.061387512,0.20663887
HGNC:14565,-0.887359234,-0.061394525,0.397132878
HGNC:18488,-1.362546117,-0.061396555,0.204934864
HGNC:3560,-1.387524279,-0.061398391,0.197452924
HGNC:12221,-1.11771221,-0.061399631,0.29158072
HGNC:12949,-1.262581638,-0.061403995,0.237314136
HGNC:23250,-1.22954573,-0.061411524,0.248903782
HGNC:9963,-1.341867358,-0.061428389,0.211309526
HGNC:34014,-1.04649578,-0.061437599,0.321626498
HGNC:24969,-1.283659732,-0.061443712,0.230154349
HGNC:20434,-1.204186894,-0.061482468,0.258109965
HGNC:21649,-1.431291254,-0.061491616,0.184905033
HGNC:32070,-1.298120714,-0.061497162,0.22534652
HGNC:6697,-1.091813436,-0.061510302,0.302244062
HGNC:29934,-1.200422244,-0.061513707,0.259499883
HGNC:19719,-1.220172378,-0.061513961,0.252275043
HGNC:11793,-1.391159687,-0.061526255,0.196383617
HGNC:3165,-1.245186783,-0.061538763,0.243360132
HGNC:15924,-0.825318852,-0.06154707,0.429740803
HGNC:30530,-1.284496237,-0.061552783,0.229873936
HGNC:17679,-1.465455137,-0.061571021,0.175593745
HGNC:17045,-1.240686577,-0.061584842,0.244944687
HGNC:16176,-1.18542591,-0.061586612,0.265096617
HGNC:28969,-1.51371536,-0.061598657,0.163136757
HGNC:25252,-1.101877878,-0.061606584,0.298064714
HGNC:12492,-1.523871388,-0.061610987,0.160616224
HGNC:23056,-1.213541881,-0.061627516,0.254682142
HGNC:9214,-1.421224586,-0.061654556,0.187728756
HGNC:32042,-1.052787797,-0.061654691,0.318879926
HGNC:17148,-1.471583358,-0.061656742,0.173967274
HGNC:3092,-1.376280131,-0.061668329,0.200791715
HGNC:24650,-1.318040649,-0.061670636,0.218860985
HGNC:30536,-1.092241631,-0.061695961,0.302065329
HGNC:22989,-1.033317234,-0.061696333,0.327437459
HGNC:32573,-1.042846476,-0.061696892,0.323227717
HGNC:24993,-1.121925022,-0.06169785,0.289874357
HGNC:25461,-1.347586656,-0.061698374,0.209529902
HGNC:28051,-0.676248762,-0.061714316,0.515258095
HGNC:14534,-1.463951414,-0.061714935,0.175994858
HGNC:18099,-1.083742348,-0.061717164,0.305628399
HGNC:814,-1.272787418,-0.061721393,0.23382481
HGNC:10723,-1.173617453,-0.061738133,0.269571533
HGNC:17408,-1.338642536,-0.061769432,0.212318571
HGNC:28520,-1.3030301,-0.061795359,0.223733421
HGNC:15313,-0.997218758,-0.061807992,0.343760839
HGNC:3604,-1.241327369,-0.061831329,0.244718545
HGNC:21075,-1.323851229,-0.061831498,0.216998857
HGNC:18644,-1.226326473,-0.061855198,0.250057472
HGNC:2896,-1.234169744,-0.06186706,0.247254263
HGNC:16736,-1.192459337,-0.061886821,0.262459715
HGNC:1604,-1.350948185,-0.061899527,0.20848984
HGNC:16445,-1.196936789,-0.061911204,0.260792105
HGNC:400,-1.426044223,-0.061949615,0.186372238
HGNC:29324,-0.919127861,-0.06196493,0.381125008
HGNC:12205,-0.96263619,-0.061972412,0.35996007
HGNC:47041,-0.688229953,-0.061974796,0.508019294
HGNC:21335,-1.265122881,-0.061987712,0.236441303
HGNC:30260,-1.479360952,-0.061988137,0.171921946
HGNC:1719,-1.06558961,-0.061990311,0.313347082
HGNC:4038,-1.30599895,-0.062013129,0.222762611
HGNC:23847,-1.463676009,-0.06203117,0.176068407
HGNC:49500,-1.250822089,-0.062049843,0.241387755
HGNC:1854,-1.263493103,-0.062069371,0.237000773
HGNC:4205,-0.837860984,-0.062094637,0.423005496
HGNC:11839,-1.293263393,-0.062112231,0.226952029
HGNC:11813,-1.214624993,-0.062114507,0.254287666
HGNC:16688,-1.401482202,-0.062123442,0.193374312
HGNC:10350,-1.44439616,-0.062145111,0.181284019
HGNC:18683,-1.346129118,-0.062148946,0.209982227
HGNC:40,-1.412107597,-0.062170113,0.190318026
HGNC:1494,-1.302488327,-0.06217514,0.22391096
HGNC:30795,-1.428866344,-0.062217366,0.185581859
HGNC:1645,-1.42782027,-0.06222912,0.18587449
HGNC:6847,-1.058789517,-0.062234043,0.316276796
HGNC:29437,-1.144355156,-0.062240029,0.280921055
HGNC:37319,-1.276867682,-0.06224248,0.232441688
HGNC:23416,-0.806141507,-0.062253642,0.44017908
HGNC:5382,-0.882379211,-0.062258766,0.399684651
HGNC:6465,-1.012842204,-0.062261698,0.336622848
HGNC:42,-1.50118529,-0.062272128,0.166294316
HGNC:7965,-0.837953634,-0.062272608,0.422956011
HGNC:17062,-1.239694255,-0.062274961,0.245295225
HGNC:20187,-1.072524946,-0.062298319,0.310380608
HGNC:2079,-1.25760367,-0.06231879,0.239031593
HGNC:6061,-1.085110208,-0.062336423,0.305052778
HGNC:15478,-1.322242713,-0.062353227,0.217513007
HGNC:2263,-1.169760905,-0.062356531,0.271046036
HGNC:4498,-1.30286764,-0.062370722,0.223786647
HGNC:10751,-0.896392802,-0.062374423,0.392533379
HGNC:2752,-1.333220298,-0.062381112,0.214024331
HGNC:10058,-1.470155554,-0.062418823,0.174345047
HGNC:11441,-1.485750193,-0.062457757,0.170257442
HGNC:20272,-1.181544902,-0.062458773,0.266560734
HGNC:24110,-1.369919107,-0.062460538,0.202701719
HGNC:3501,-1.492536142,-0.062460896,0.168505016
HGNC:18555,-1.04605033,-0.062464617,0.321821626
HGNC:16876,-1.248755077,-0.062476391,0.242109688
HGNC:9259,-1.455777617,-0.062477663,0.178189138
HGNC:25310,-0.972986412,-0.06247848,0.355053998
HGNC:30379,-1.21842723,-0.062482708,0.252906793
HGNC:18654,-1.288235102,-0.062499515,0.228624055
HGNC:8685,-1.286269401,-0.062524855,0.229280473
HGNC:1083,-1.439060026,-0.062529517,0.182750983
HGNC:21691,-1.143222971,-0.062539823,0.281367683
HGNC:28541,-1.234671485,-0.062544212,0.247075815
HGNC:26758,-1.268376852,-0.062545754,0.235327538
HGNC:5972,-1.28046067,-0.062594387,0.231229354
HGNC:7716,-1.362148568,-0.0625953,0.205055865
HGNC:26427,-1.01043976,-0.062607467,0.337713186
HGNC:14490,-1.458043891,-0.062659451,0.177578384
HGNC:15220,-0.99553373,-0.062663045,0.344537382
HGNC:667,-1.472700066,-0.062666452,0.173672309
HGNC:30300,-1.506203485,-0.062666467,0.165023359
HGNC:18356,-0.996889239,-0.06268609,0.343912595
HGNC:217,-1.465838857,-0.06270252,0.175491516
HGNC:9893,-1.242286933,-0.062730907,0.244380225
HGNC:18760,-1.231059837,-0.062767746,0.248362671
HGNC:27013,-0.93990207,-0.062770728,0.370909959
HGNC:12334,-1.201985699,-0.062776396,0.258921919
HGNC:1101,-1.316595567,-0.062777458,0.219326166
HGNC:4912,-1.430380949,-0.062793022,0.185158862
HGNC:28854,-1.307347107,-0.062867089,0.222322928
HGNC:14547,-0.706369196,-0.062871248,0.497179218
HGNC:4458,-1.376692712,-0.06288924,0.200668361
HGNC:2682,-1.05451664,-0.062923532,0.3181284
HGNC:23111,-1.198671248,-0.062927013,0.260148412
HGNC:32008,-1.165364067,-0.062928942,0.272734967
HGNC:17402,-1.478413816,-0.062948398,0.172169895
HGNC:20271,-1.560920466,-0.062964108,0.151710101
HGNC:22229,-1.317189237,-0.062978447,0.21913496
HGNC:24634,-1.092224452,-0.063006942,0.302072498
HGNC:11284,-0.950036654,-0.063012568,0.365999113
HGNC:5322,-1.460478851,-0.063015661,0.176924194
HGNC:8700,-1.263441131,-0.063027176,0.237018631
HGNC:3312,-1.093609588,-0.063030023,0.301494876
HGNC:7897,-1.198807393,-0.063037933,0.26009794
HGNC:7044,-1.317941885,-0.063041039,0.218892752
HGNC:7759,-1.383104077,-0.063048314,0.198759754
HGNC:27563,-1.267009313,-0.063061148,0.235795089
HGNC:17276,-1.482844623,-0.063063126,0.17101264
HGNC:28624,-1.072662989,-0.063086201,0.310321782
HGNC:28346,-1.406217232,-0.063094228,0.192007173
HGNC:20127,-1.362601627,-0.063094745,0.204917973
HGNC:29681,-1.417568484,-0.063113118,0.188763448
HGNC:1253,-1.119738222,-0.06313194,0.290759121
HGNC:27039,-1.122162781,-0.063136708,0.289778289
HGNC:24974,-1.145359807,-0.06314245,0.280525207
HGNC:12691,-1.371394177,-0.063180152,0.202257435
HGNC:29245,-0.942082775,-0.063189813,0.369849257
HGNC:11877,-1.522257956,-0.063195946,0.161014343
HGNC:24244,-1.100657084,-0.063199134,0.298569249
HGNC:8571,-1.248197556,-0.063210668,0.242304713
HGNC:17582,-1.515591628,-0.06322041,0.162668501
HGNC:27501,-1.372336113,-0.063232561,0.201974162
HGNC:20275,-1.347439892,-0.063235831,0.209575411
HGNC:29500,-1.159653197,-0.063261487,0.27494117
HGNC:17192,-1.292294754,-0.06326802,0.227273332
HGNC:25443,-1.177676153,-0.063303423,0.268026678
HGNC:10697,-1.199615943,-0.063307452,0.259798356
HGNC:26449,-1.188191686,-0.063321431,0.26405717
HGNC:40576,-1.139854533,-0.063325873,0.282699797
HGNC:7983,-1.017973962,-0.06333633,0.334302673
HGNC:12209,-1.322516409,-0.063336515,0.21742545
HGNC:19656,-1.228341481,-0.063355219,0.249334842
HGNC:14284,-1.470052673,-0.063373398,0.174372295
HGNC:13578,-1.463494305,-0.063381664,0.176116947
HGNC:14543,-1.301049118,-0.063384929,0.224383159
HGNC:40369,-0.983919309,-0.063391728,0.349925395
HGNC:13938,-0.624675975,-0.063395118,0.547120777
HGNC:23126,-0.986736957,-0.063402079,0.348612566
HGNC:3330,-1.355084133,-0.063403071,0.207216159
HGNC:19770,-1.113412395,-0.0634391,0.293330432
HGNC:24178,-1.360727158,-0.063446188,0.205488991
HGNC:27507,-0.796294401,-0.063452896,0.445604353
HGNC:29786,-1.057712843,-0.06345986,0.316742582
HGNC:6130,-1.131106322,-0.063468943,0.28618273
HGNC:30492,-0.907840495,-0.063474365,0.38675903
HGNC:26016,-1.198510603,-0.06348521,0.260207976
HGNC:26176,-0.912291097,-0.063509183,0.384530489
HGNC:12779,-1.452294139,-0.063531476,0.179131477
HGNC:7464,-1.202350726,-0.063553723,0.258787129
HGNC:16700,-1.360865256,-0.063561582,0.205446876
