,selected reactions,time
0,0,0.004727499999999996
1,0,0.004222500000000018
2,0,0.003913499999999903
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,1,0.0
9,0,0.0
